   列号   行号   纬度   经度
    477    550  33.95  49.69
    478    451  34.45  40.94
    478    452  34.44  41.04
    478    453  34.44  41.14
    478    454  34.43  41.24
    478    455  34.42  41.34
    478    456  34.42  41.44
    478    457  34.41  41.54
    478    458  34.40  41.63
    478    459  34.40  41.73
    478    460  34.39  41.83
    478    461  34.38  41.93
    478    462  34.38  42.02
    478    463  34.37  42.12
    478    464  34.36  42.22
    478    465  34.36  42.31
    478    466  34.35  42.41
    478    467  34.34  42.51
    478    468  34.34  42.60
    478    469  34.33  42.70
    478    470  34.32  42.79
    478    471  34.32  42.89
    478    472  34.31  42.98
    478    473  34.30  43.08
    478    474  34.30  43.17
    478    475  34.29  43.26
    478    476  34.29  43.36
    478    477  34.28  43.45
    478    478  34.27  43.54
    478    479  34.27  43.64
    478    480  34.26  43.73
    478    481  34.25  43.82
    478    482  34.25  43.91
    478    483  34.24  44.00
    478    484  34.24  44.10
    478    485  34.23  44.19
    478    486  34.22  44.28
    478    487  34.22  44.37
    478    488  34.21  44.46
    478    489  34.21  44.55
    478    490  34.20  44.64
    478    491  34.19  44.73
    478    492  34.19  44.82
    478    493  34.18  44.91
    478    494  34.18  45.00
    478    495  34.17  45.09
    478    496  34.16  45.18
    478    497  34.16  45.27
    478    498  34.15  45.36
    478    499  34.15  45.45
    478    500  34.14  45.53
    478    501  34.14  45.62
    478    502  34.13  45.71
    478    503  34.12  45.80
    478    504  34.12  45.89
    478    505  34.11  45.97
    478    506  34.11  46.06
    478    507  34.10  46.15
    478    508  34.10  46.23
    478    509  34.09  46.32
    478    510  34.09  46.41
    478    511  34.08  46.49
    478    512  34.07  46.58
    478    513  34.07  46.66
    478    514  34.06  46.75
    478    515  34.06  46.84
    478    516  34.05  46.92
    478    517  34.05  47.01
    478    518  34.04  47.09
    478    519  34.04  47.18
    478    520  34.03  47.26
    478    521  34.03  47.35
    478    522  34.02  47.43
    478    523  34.02  47.51
    478    524  34.01  47.60
    478    525  34.01  47.68
    478    526  34.00  47.76
    478    527  34.00  47.85
    478    528  33.99  47.93
    478    529  33.98  48.01
    478    530  33.98  48.10
    478    531  33.97  48.18
    478    532  33.97  48.26
    478    533  33.96  48.35
    478    534  33.96  48.43
    478    535  33.95  48.51
    478    536  33.95  48.59
    478    537  33.94  48.67
    478    538  33.94  48.76
    478    539  33.93  48.84
    478    540  33.93  48.92
    478    541  33.92  49.00
    478    542  33.92  49.08
    478    543  33.92  49.16
    478    544  33.91  49.24
    478    545  33.91  49.32
    478    546  33.90  49.40
    478    547  33.90  49.49
    478    548  33.89  49.57
    478    549  33.89  49.65
    478    550  33.88  49.73
    479    451  34.39  41.00
    479    452  34.38  41.10
    479    453  34.37  41.20
    479    454  34.36  41.30
    479    455  34.36  41.39
    479    456  34.35  41.49
    479    457  34.34  41.59
    479    458  34.34  41.69
    479    459  34.33  41.79
    479    460  34.32  41.88
    479    461  34.32  41.98
    479    462  34.31  42.08
    479    463  34.30  42.17
    479    464  34.30  42.27
    479    465  34.29  42.37
    479    466  34.28  42.46
    479    467  34.28  42.56
    479    468  34.27  42.65
    479    469  34.26  42.75
    479    470  34.26  42.84
    479    471  34.25  42.94
    479    472  34.24  43.03
    479    473  34.24  43.13
    479    474  34.23  43.22
    479    475  34.23  43.31
    479    476  34.22  43.41
    479    477  34.21  43.50
    479    478  34.21  43.59
    479    479  34.20  43.69
    479    480  34.19  43.78
    479    481  34.19  43.87
    479    482  34.18  43.96
    479    483  34.18  44.05
    479    484  34.17  44.15
    479    485  34.16  44.24
    479    486  34.16  44.33
    479    487  34.15  44.42
    479    488  34.15  44.51
    479    489  34.14  44.60
    479    490  34.13  44.69
    479    491  34.13  44.78
    479    492  34.12  44.87
    479    493  34.12  44.96
    479    494  34.11  45.05
    479    495  34.11  45.14
    479    496  34.10  45.23
    479    497  34.09  45.31
    479    498  34.09  45.40
    479    499  34.08  45.49
    479    500  34.08  45.58
    479    501  34.07  45.67
    479    502  34.07  45.76
    479    503  34.06  45.84
    479    504  34.05  45.93
    479    505  34.05  46.02
    479    506  34.04  46.10
    479    507  34.04  46.19
    479    508  34.03  46.28
    479    509  34.03  46.36
    479    510  34.02  46.45
    479    511  34.02  46.54
    479    512  34.01  46.62
    479    513  34.00  46.71
    479    514  34.00  46.79
    479    515  33.99  46.88
    479    516  33.99  46.96
    479    517  33.98  47.05
    479    518  33.98  47.13
    479    519  33.97  47.22
    479    520  33.97  47.30
    479    521  33.96  47.39
    479    522  33.96  47.47
    479    523  33.95  47.56
    479    524  33.95  47.64
    479    525  33.94  47.72
    479    526  33.94  47.81
    479    527  33.93  47.89
    479    528  33.93  47.97
    479    529  33.92  48.06
    479    530  33.92  48.14
    479    531  33.91  48.22
    479    532  33.91  48.30
    479    533  33.90  48.39
    479    534  33.90  48.47
    479    535  33.89  48.55
    479    536  33.89  48.63
    479    537  33.88  48.71
    479    538  33.88  48.80
    479    539  33.87  48.88
    479    540  33.87  48.96
    479    541  33.86  49.04
    479    542  33.86  49.12
    479    543  33.85  49.20
    479    544  33.85  49.28
    479    545  33.84  49.36
    479    546  33.84  49.44
    479    547  33.83  49.52
    479    548  33.83  49.60
    479    549  33.82  49.68
    479    550  33.82  49.76
    480    451  34.32  41.05
    480    452  34.31  41.15
    480    453  34.31  41.25
    480    454  34.30  41.35
    480    455  34.29  41.45
    480    456  34.28  41.55
    480    457  34.28  41.65
    480    458  34.27  41.74
    480    459  34.26  41.84
    480    460  34.26  41.94
    480    461  34.25  42.03
    480    462  34.24  42.13
    480    463  34.24  42.23
    480    464  34.23  42.32
    480    465  34.22  42.42
    480    466  34.22  42.52
    480    467  34.21  42.61
    480    468  34.21  42.71
    480    469  34.20  42.80
    480    470  34.19  42.90
    480    471  34.19  42.99
    480    472  34.18  43.08
    480    473  34.17  43.18
    480    474  34.17  43.27
    480    475  34.16  43.36
    480    476  34.15  43.46
    480    477  34.15  43.55
    480    478  34.14  43.64
    480    479  34.14  43.74
    480    480  34.13  43.83
    480    481  34.12  43.92
    480    482  34.12  44.01
    480    483  34.11  44.10
    480    484  34.11  44.19
    480    485  34.10  44.28
    480    486  34.09  44.38
    480    487  34.09  44.47
    480    488  34.08  44.56
    480    489  34.08  44.65
    480    490  34.07  44.74
    480    491  34.06  44.83
    480    492  34.06  44.92
    480    493  34.05  45.01
    480    494  34.05  45.09
    480    495  34.04  45.18
    480    496  34.03  45.27
    480    497  34.03  45.36
    480    498  34.02  45.45
    480    499  34.02  45.54
    480    500  34.01  45.63
    480    501  34.01  45.71
    480    502  34.00  45.80
    480    503  34.00  45.89
    480    504  33.99  45.97
    480    505  33.98  46.06
    480    506  33.98  46.15
    480    507  33.97  46.24
    480    508  33.97  46.32
    480    509  33.96  46.41
    480    510  33.96  46.49
    480    511  33.95  46.58
    480    512  33.95  46.67
    480    513  33.94  46.75
    480    514  33.94  46.84
    480    515  33.93  46.92
    480    516  33.92  47.01
    480    517  33.92  47.09
    480    518  33.91  47.18
    480    519  33.91  47.26
    480    520  33.90  47.34
    480    521  33.90  47.43
    480    522  33.89  47.51
    480    523  33.89  47.60
    480    524  33.88  47.68
    480    525  33.88  47.76
    480    526  33.87  47.85
    480    527  33.87  47.93
    480    528  33.86  48.01
    480    529  33.86  48.10
    480    530  33.85  48.18
    480    531  33.85  48.26
    480    532  33.84  48.34
    480    533  33.84  48.43
    480    534  33.83  48.51
    480    535  33.83  48.59
    480    536  33.82  48.67
    480    537  33.82  48.75
    480    538  33.81  48.84
    480    539  33.81  48.92
    480    540  33.80  49.00
    480    541  33.80  49.08
    480    542  33.79  49.16
    480    543  33.79  49.24
    480    544  33.78  49.32
    480    545  33.78  49.40
    480    546  33.77  49.48
    480    547  33.77  49.56
    480    548  33.76  49.64
    480    549  33.76  49.72
    480    550  33.75  49.80
    481    451  34.25  41.11
    481    452  34.25  41.21
    481    453  34.24  41.31
    481    454  34.23  41.41
    481    455  34.23  41.50
    481    456  34.22  41.60
    481    457  34.21  41.70
    481    458  34.21  41.80
    481    459  34.20  41.89
    481    460  34.19  41.99
    481    461  34.19  42.09
    481    462  34.18  42.18
    481    463  34.17  42.28
    481    464  34.17  42.38
    481    465  34.16  42.47
    481    466  34.15  42.57
    481    467  34.15  42.66
    481    468  34.14  42.76
    481    469  34.13  42.85
    481    470  34.13  42.95
    481    471  34.12  43.04
    481    472  34.11  43.13
    481    473  34.11  43.23
    481    474  34.10  43.32
    481    475  34.10  43.41
    481    476  34.09  43.51
    481    477  34.08  43.60
    481    478  34.08  43.69
    481    479  34.07  43.78
    481    480  34.06  43.88
    481    481  34.06  43.97
    481    482  34.05  44.06
    481    483  34.05  44.15
    481    484  34.04  44.24
    481    485  34.03  44.33
    481    486  34.03  44.42
    481    487  34.02  44.51
    481    488  34.02  44.60
    481    489  34.01  44.69
    481    490  34.01  44.78
    481    491  34.00  44.87
    481    492  33.99  44.96
    481    493  33.99  45.05
    481    494  33.98  45.14
    481    495  33.98  45.23
    481    496  33.97  45.32
    481    497  33.96  45.41
    481    498  33.96  45.49
    481    499  33.95  45.58
    481    500  33.95  45.67
    481    501  33.94  45.76
    481    502  33.94  45.85
    481    503  33.93  45.93
    481    504  33.93  46.02
    481    505  33.92  46.11
    481    506  33.91  46.19
    481    507  33.91  46.28
    481    508  33.90  46.37
    481    509  33.90  46.45
    481    510  33.89  46.54
    481    511  33.89  46.62
    481    512  33.88  46.71
    481    513  33.88  46.79
    481    514  33.87  46.88
    481    515  33.87  46.96
    481    516  33.86  47.05
    481    517  33.86  47.13
    481    518  33.85  47.22
    481    519  33.84  47.30
    481    520  33.84  47.39
    481    521  33.83  47.47
    481    522  33.83  47.55
    481    523  33.82  47.64
    481    524  33.82  47.72
    481    525  33.81  47.81
    481    526  33.81  47.89
    481    527  33.80  47.97
    481    528  33.80  48.05
    481    529  33.79  48.14
    481    530  33.79  48.22
    481    531  33.78  48.30
    481    532  33.78  48.38
    481    533  33.77  48.47
    481    534  33.77  48.55
    481    535  33.76  48.63
    481    536  33.76  48.71
    481    537  33.75  48.79
    481    538  33.75  48.87
    481    539  33.74  48.96
    481    540  33.74  49.04
    481    541  33.73  49.12
    481    542  33.73  49.20
    481    543  33.72  49.28
    481    544  33.72  49.36
    481    545  33.72  49.44
    481    546  33.71  49.52
    481    547  33.71  49.60
    481    548  33.70  49.68
    481    549  33.70  49.76
    481    550  33.69  49.84
    482    451  34.19  41.16
    482    452  34.18  41.26
    482    453  34.17  41.36
    482    454  34.17  41.46
    482    455  34.16  41.56
    482    456  34.15  41.66
    482    457  34.15  41.75
    482    458  34.14  41.85
    482    459  34.13  41.95
    482    460  34.13  42.04
    482    461  34.12  42.14
    482    462  34.11  42.24
    482    463  34.11  42.33
    482    464  34.10  42.43
    482    465  34.09  42.52
    482    466  34.09  42.62
    482    467  34.08  42.71
    482    468  34.07  42.81
    482    469  34.07  42.90
    482    470  34.06  43.00
    482    471  34.06  43.09
    482    472  34.05  43.18
    482    473  34.04  43.28
    482    474  34.04  43.37
    482    475  34.03  43.46
    482    476  34.02  43.56
    482    477  34.02  43.65
    482    478  34.01  43.74
    482    479  34.01  43.83
    482    480  34.00  43.93
    482    481  33.99  44.02
    482    482  33.99  44.11
    482    483  33.98  44.20
    482    484  33.98  44.29
    482    485  33.97  44.38
    482    486  33.96  44.47
    482    487  33.96  44.56
    482    488  33.95  44.65
    482    489  33.95  44.74
    482    490  33.94  44.83
    482    491  33.93  44.92
    482    492  33.93  45.01
    482    493  33.92  45.10
    482    494  33.92  45.19
    482    495  33.91  45.28
    482    496  33.91  45.36
    482    497  33.90  45.45
    482    498  33.89  45.54
    482    499  33.89  45.63
    482    500  33.88  45.72
    482    501  33.88  45.80
    482    502  33.87  45.89
    482    503  33.87  45.98
    482    504  33.86  46.06
    482    505  33.86  46.15
    482    506  33.85  46.24
    482    507  33.84  46.32
    482    508  33.84  46.41
    482    509  33.83  46.49
    482    510  33.83  46.58
    482    511  33.82  46.67
    482    512  33.82  46.75
    482    513  33.81  46.84
    482    514  33.81  46.92
    482    515  33.80  47.01
    482    516  33.80  47.09
    482    517  33.79  47.18
    482    518  33.79  47.26
    482    519  33.78  47.34
    482    520  33.78  47.43
    482    521  33.77  47.51
    482    522  33.77  47.60
    482    523  33.76  47.68
    482    524  33.76  47.76
    482    525  33.75  47.85
    482    526  33.74  47.93
