(38.865, 36.325)	(38.974, 36.317)	(39.083, 36.308)	(39.192, 36.300)	(39.300, 36.292)	(39.408, 36.284)	(39.515, 36.276)	(39.622, 36.268)	(39.729, 36.260)	(39.835, 36.252)	(39.941, 36.244)	(40.047, 36.236)	(40.152, 36.228)	(40.257, 36.220)	(40.362, 36.213)	(40.466, 36.205)	(40.570, 36.197)	(40.674, 36.190)	(40.777, 36.182)	(40.880, 36.174)	(40.983, 36.167)	(41.085, 36.159)	(41.187, 36.152)	(41.289, 36.144)	(41.390, 36.137)	(41.491, 36.130)	(41.592, 36.122)	(41.693, 36.115)	(41.793, 36.108)	(41.893, 36.101)	(41.992, 36.093)	(42.092, 36.086)	(42.191, 36.079)	(42.290, 36.072)	(42.388, 36.065)	(42.487, 36.058)	(42.585, 36.051)	(42.682, 36.044)	(42.780, 36.037)	(42.877, 36.030)	(42.974, 36.023)	(43.071, 36.016)	(43.167, 36.009)	(43.263, 36.003)	(43.359, 35.996)	(43.455, 35.989)	(43.550, 35.982)	(43.645, 35.976)	(43.740, 35.969)	(43.835, 35.962)	(43.929, 35.956)	(44.024, 35.949)	(44.118, 35.943)	(44.211, 35.936)	(44.305, 35.930)	(44.398, 35.923)	(44.491, 35.917)	(44.584, 35.910)	(44.676, 35.904)	(44.769, 35.898)	(44.861, 35.891)	(44.953, 35.885)	(45.045, 35.879)	(45.136, 35.873)	(45.227, 35.866)	(45.318, 35.860)	(45.409, 35.854)	(45.500, 35.848)	(45.590, 35.842)	(45.681, 35.836)	(45.771, 35.830)	(45.860, 35.823)	(45.950, 35.817)	(46.040, 35.811)	(46.129, 35.805)	(46.218, 35.800)	(46.307, 35.794)	(46.395, 35.788)	(46.484, 35.782)	(46.572, 35.776)	(46.660, 35.770)	(46.748, 35.764)	(46.836, 35.759)	(46.923, 35.753)	(47.010, 35.747)	(47.098, 35.741)	(47.185, 35.736)	(47.271, 35.730)	(47.358, 35.724)	(47.444, 35.719)	(47.531, 35.713)	(47.617, 35.707)	(47.703, 35.702)	(47.788, 35.696)	(47.874, 35.691)	(47.959, 35.685)	(48.045, 35.680)	(48.130, 35.674)	(48.215, 35.669)	(48.299, 35.663)	
(42.566, 31.988)	(42.658, 31.982)	(42.750, 31.976)	(42.841, 31.970)	(42.932, 31.965)	(43.023, 31.959)	(43.114, 31.953)	(43.205, 31.947)	(43.295, 31.942)	(43.385, 31.936)	(43.475, 31.930)	(43.565, 31.925)	(43.654, 31.919)	(43.743, 31.914)	(43.832, 31.908)	(43.921, 31.902)	(44.010, 31.897)	(44.098, 31.891)	(44.187, 31.886)	(44.275, 31.880)	(44.362, 31.875)	(44.450, 31.870)	(44.538, 31.864)	(44.625, 31.859)	(44.712, 31.854)	(44.799, 31.848)	(44.885, 31.843)	(44.972, 31.838)	(45.058, 31.832)	(45.144, 31.827)	(45.230, 31.822)	(45.316, 31.817)	(45.402, 31.811)	(45.487, 31.806)	(45.572, 31.801)	(45.657, 31.796)	(45.742, 31.791)	(45.827, 31.786)	(45.911, 31.781)	(45.995, 31.776)	(46.080, 31.771)	(46.164, 31.766)	(46.247, 31.761)	(46.331, 31.756)	(46.415, 31.751)	(46.498, 31.746)	(46.581, 31.741)	(46.664, 31.736)	(46.747, 31.731)	(46.829, 31.726)	(46.912, 31.721)	(46.994, 31.716)	(47.076, 31.712)	(47.158, 31.707)	(47.240, 31.702)	(47.322, 31.697)	(47.404, 31.693)	(47.485, 31.688)	(47.566, 31.683)	(47.647, 31.678)	(47.728, 31.674)	(47.809, 31.669)	(47.890, 31.664)	(47.970, 31.660)	(48.051, 31.655)	(48.131, 31.651)	(48.211, 31.646)	(48.291, 31.641)	(48.371, 31.637)	(48.450, 31.632)	(48.530, 31.628)	(48.609, 31.623)	(48.688, 31.619)	(48.767, 31.614)	(48.846, 31.610)	(48.925, 31.605)	(49.004, 31.601)	(49.082, 31.597)	(49.161, 31.592)	(49.239, 31.588)	(49.317, 31.583)	(49.395, 31.579)	(49.473, 31.575)	(49.551, 31.570)	(49.629, 31.566)	(49.706, 31.562)	(49.783, 31.558)	(49.861, 31.553)	(49.938, 31.549)	(50.015, 31.545)	(50.092, 31.541)	(50.168, 31.536)	(50.245, 31.532)	(50.322, 31.528)	(50.398, 31.524)	(50.474, 31.520)	(50.550, 31.516)	(50.626, 31.511)	(50.702, 31.507)	(50.778, 31.503)	
(42.612, 31.925)	(42.704, 31.920)	(42.795, 31.914)	(42.886, 31.908)	(42.977, 31.902)	(43.068, 31.896)	(43.159, 31.891)	(43.249, 31.885)	(43.339, 31.879)	(43.429, 31.874)	(43.519, 31.868)	(43.608, 31.862)	(43.698, 31.857)	(43.787, 31.851)	(43.876, 31.846)	(43.964, 31.840)	(44.053, 31.835)	(44.141, 31.829)	(44.229, 31.824)	(44.317, 31.818)	(44.405, 31.813)	(44.492, 31.808)	(44.580, 31.802)	(44.667, 31.797)	(44.754, 31.792)	(44.840, 31.786)	(44.927, 31.781)	(45.013, 31.776)	(45.099, 31.770)	(45.185, 31.765)	(45.271, 31.760)	(45.357, 31.755)	(45.442, 31.750)	(45.527, 31.745)	(45.612, 31.739)	(45.697, 31.734)	(45.782, 31.729)	(45.866, 31.724)	(45.951, 31.719)	(46.035, 31.714)	(46.119, 31.709)	(46.203, 31.704)	(46.286, 31.699)	(46.370, 31.694)	(46.453, 31.689)	(46.536, 31.684)	(46.619, 31.679)	(46.702, 31.674)	(46.785, 31.670)	(46.867, 31.665)	(46.950, 31.660)	(47.032, 31.655)	(47.114, 31.650)	(47.196, 31.646)	(47.278, 31.641)	(47.359, 31.636)	(47.441, 31.631)	(47.522, 31.627)	(47.603, 31.622)	(47.684, 31.617)	(47.765, 31.613)	(47.845, 31.608)	(47.926, 31.603)	(48.006, 31.599)	(48.087, 31.594)	(48.167, 31.589)	(48.247, 31.585)	(48.326, 31.580)	(48.406, 31.576)	(48.486, 31.571)	(48.565, 31.567)	(48.644, 31.562)	(48.723, 31.558)	(48.802, 31.553)	(48.881, 31.549)	(48.960, 31.544)	(49.038, 31.540)	(49.117, 31.536)	(49.195, 31.531)	(49.273, 31.527)	(49.351, 31.523)	(49.429, 31.518)	(49.507, 31.514)	(49.585, 31.510)	(49.662, 31.505)	(49.739, 31.501)	(49.817, 31.497)	(49.894, 31.493)	(49.971, 31.488)	(50.048, 31.484)	(50.124, 31.480)	(50.201, 31.476)	(50.278, 31.472)	(50.354, 31.467)	(50.430, 31.463)	(50.506, 31.459)	(50.583, 31.455)	(50.658, 31.451)	(50.734, 31.447)	(50.810, 31.443)	
(42.658, 31.863)	(42.749, 31.857)	(42.840, 31.851)	(42.931, 31.846)	(43.022, 31.840)	(43.113, 31.834)	(43.203, 31.828)	(43.294, 31.823)	(43.384, 31.817)	(43.473, 31.811)	(43.563, 31.806)	(43.652, 31.800)	(43.741, 31.795)	(43.830, 31.789)	(43.919, 31.784)	(44.007, 31.778)	(44.096, 31.773)	(44.184, 31.767)	(44.272, 31.762)	(44.359, 31.756)	(44.447, 31.751)	(44.534, 31.746)	(44.621, 31.740)	(44.708, 31.735)	(44.795, 31.730)	(44.882, 31.724)	(44.968, 31.719)	(45.054, 31.714)	(45.140, 31.709)	(45.226, 31.704)	(45.311, 31.698)	(45.397, 31.693)	(45.482, 31.688)	(45.567, 31.683)	(45.652, 31.678)	(45.737, 31.673)	(45.821, 31.668)	(45.906, 31.663)	(45.990, 31.658)	(46.074, 31.653)	(46.158, 31.648)	(46.242, 31.643)	(46.325, 31.638)	(46.408, 31.633)	(46.492, 31.628)	(46.575, 31.623)	(46.657, 31.618)	(46.740, 31.613)	(46.823, 31.608)	(46.905, 31.603)	(46.987, 31.599)	(47.069, 31.594)	(47.151, 31.589)	(47.233, 31.584)	(47.315, 31.580)	(47.396, 31.575)	(47.477, 31.570)	(47.558, 31.565)	(47.639, 31.561)	(47.720, 31.556)	(47.801, 31.551)	(47.882, 31.547)	(47.962, 31.542)	(48.042, 31.538)	(48.122, 31.533)	(48.202, 31.528)	(48.282, 31.524)	(48.362, 31.519)	(48.441, 31.515)	(48.521, 31.510)	(48.600, 31.506)	(48.679, 31.501)	(48.758, 31.497)	(48.837, 31.492)	(48.916, 31.488)	(48.994, 31.484)	(49.073, 31.479)	(49.151, 31.475)	(49.229, 31.471)	(49.307, 31.466)	(49.385, 31.462)	(49.463, 31.458)	(49.540, 31.453)	(49.618, 31.449)	(49.695, 31.445)	(49.773, 31.440)	(49.850, 31.436)	(49.927, 31.432)	(50.004, 31.428)	(50.080, 31.424)	(50.157, 31.419)	(50.234, 31.415)	(50.310, 31.411)	(50.386, 31.407)	(50.463, 31.403)	(50.539, 31.399)	(50.614, 31.395)	(50.690, 31.390)	(50.766, 31.386)	(50.842, 31.382)	
(42.703, 31.801)	(42.794, 31.795)	(42.885, 31.789)	(42.976, 31.783)	(43.067, 31.778)	(43.157, 31.772)	(43.248, 31.766)	(43.338, 31.761)	(43.427, 31.755)	(43.517, 31.749)	(43.606, 31.744)	(43.696, 31.738)	(43.785, 31.733)	(43.873, 31.727)	(43.962, 31.722)	(44.050, 31.716)	(44.138, 31.711)	(44.226, 31.705)	(44.314, 31.700)	(44.401, 31.695)	(44.489, 31.689)	(44.576, 31.684)	(44.663, 31.679)	(44.750, 31.673)	(44.836, 31.668)	(44.923, 31.663)	(45.009, 31.657)	(45.095, 31.652)	(45.181, 31.647)	(45.266, 31.642)	(45.352, 31.637)	(45.437, 31.632)	(45.522, 31.626)	(45.607, 31.621)	(45.692, 31.616)	(45.776, 31.611)	(45.861, 31.606)	(45.945, 31.601)	(46.029, 31.596)	(46.113, 31.591)	(46.197, 31.586)	(46.280, 31.581)	(46.364, 31.576)	(46.447, 31.571)	(46.530, 31.566)	(46.613, 31.562)	(46.695, 31.557)	(46.778, 31.552)	(46.860, 31.547)	(46.943, 31.542)	(47.025, 31.537)	(47.107, 31.533)	(47.188, 31.528)	(47.270, 31.523)	(47.351, 31.518)	(47.433, 31.514)	(47.514, 31.509)	(47.595, 31.504)	(47.676, 31.500)	(47.756, 31.495)	(47.837, 31.490)	(47.917, 31.486)	(47.998, 31.481)	(48.078, 31.477)	(48.158, 31.472)	(48.238, 31.467)	(48.317, 31.463)	(48.397, 31.458)	(48.476, 31.454)	(48.556, 31.449)	(48.635, 31.445)	(48.714, 31.441)	(48.793, 31.436)	(48.871, 31.432)	(48.950, 31.427)	(49.028, 31.423)	(49.107, 31.419)	(49.185, 31.414)	(49.263, 31.410)	(49.341, 31.406)	(49.419, 31.401)	(49.496, 31.397)	(49.574, 31.393)	(49.651, 31.388)	(49.729, 31.384)	(49.806, 31.380)	(49.883, 31.376)	(49.960, 31.371)	(50.036, 31.367)	(50.113, 31.363)	(50.190, 31.359)	(50.266, 31.355)	(50.342, 31.351)	(50.418, 31.346)	(50.495, 31.342)	(50.570, 31.338)	(50.646, 31.334)	(50.722, 31.330)	(50.798, 31.326)	(50.873, 31.322)	
(42.748, 31.738)	(42.839, 31.732)	(42.930, 31.727)	(43.021, 31.721)	(43.111, 31.715)	(43.202, 31.710)	(43.292, 31.704)	(43.382, 31.698)	(43.471, 31.693)	(43.561, 31.687)	(43.650, 31.682)	(43.739, 31.676)	(43.828, 31.671)	(43.916, 31.665)	(44.005, 31.660)	(44.093, 31.654)	(44.181, 31.649)	(44.268, 31.643)	(44.356, 31.638)	(44.443, 31.633)	(44.531, 31.627)	(44.618, 31.622)	(44.704, 31.617)	(44.791, 31.611)	(44.877, 31.606)	(44.964, 31.601)	(45.050, 31.596)	(45.135, 31.591)	(45.221, 31.585)	(45.307, 31.580)	(45.392, 31.575)	(45.477, 31.570)	(45.562, 31.565)	(45.647, 31.560)	(45.731, 31.555)	(45.816, 31.550)	(45.900, 31.545)	(45.984, 31.540)	(46.068, 31.535)	(46.152, 31.530)	(46.235, 31.525)	(46.319, 31.520)	(46.402, 31.515)	(46.485, 31.510)	(46.568, 31.505)	(46.651, 31.500)	(46.733, 31.495)	(46.816, 31.491)	(46.898, 31.486)	(46.980, 31.481)	(47.062, 31.476)	(47.144, 31.471)	(47.225, 31.467)	(47.307, 31.462)	(47.388, 31.457)	(47.469, 31.453)	(47.550, 31.448)	(47.631, 31.443)	(47.712, 31.439)	(47.792, 31.434)	(47.873, 31.429)	(47.953, 31.425)	(48.033, 31.420)	(48.113, 31.416)	(48.193, 31.411)	(48.273, 31.407)	(48.352, 31.402)	(48.432, 31.398)	(48.511, 31.393)	(48.590, 31.389)	(48.669, 31.384)	(48.748, 31.380)	(48.827, 31.375)	(48.906, 31.371)	(48.984, 31.367)	(49.062, 31.362)	(49.141, 31.358)	(49.219, 31.354)	(49.297, 31.349)	(49.374, 31.345)	(49.452, 31.341)	(49.530, 31.336)	(49.607, 31.332)	(49.684, 31.328)	(49.762, 31.324)	(49.839, 31.319)	(49.915, 31.315)	(49.992, 31.311)	(50.069, 31.307)	(50.145, 31.303)	(50.222, 31.298)	(50.298, 31.294)	(50.374, 31.290)	(50.450, 31.286)	(50.526, 31.282)	(50.602, 31.278)	(50.678, 31.274)	(50.754, 31.270)	(50.829, 31.266)	(50.904, 31.262)	
(42.793, 31.676)	(42.884, 31.670)	(42.975, 31.665)	(43.065, 31.659)	(43.156, 31.653)	(43.246, 31.648)	(43.336, 31.642)	(43.425, 31.636)	(43.515, 31.631)	(43.604, 31.625)	(43.693, 31.620)	(43.782, 31.614)	(43.870, 31.609)	(43.959, 31.603)	(44.047, 31.598)	(44.135, 31.592)	(44.223, 31.587)	(44.310, 31.582)	(44.398, 31.576)	(44.485, 31.571)	(44.572, 31.566)	(44.659, 31.560)	(44.745, 31.555)	(44.832, 31.550)	(44.918, 31.545)	(45.004, 31.539)	(45.090, 31.534)	(45.176, 31.529)	(45.261, 31.524)	(45.347, 31.519)	(45.432, 31.514)	(45.517, 31.508)	(45.602, 31.503)	(45.686, 31.498)	(45.771, 31.493)	(45.855, 31.488)	(45.939, 31.483)	(46.023, 31.478)	(46.107, 31.473)	(46.190, 31.468)	(46.274, 31.463)	(46.357, 31.459)	(46.440, 31.454)	(46.523, 31.449)	(46.606, 31.444)	(46.688, 31.439)	(46.771, 31.434)	(46.853, 31.429)	(46.935, 31.425)	(47.017, 31.420)	(47.099, 31.415)	(47.181, 31.410)	(47.262, 31.406)	(47.343, 31.401)	(47.425, 31.396)	(47.506, 31.392)	(47.587, 31.387)	(47.667, 31.382)	(47.748, 31.378)	(47.828, 31.373)	(47.909, 31.369)	(47.989, 31.364)	(48.069, 31.359)	(48.149, 31.355)	(48.228, 31.350)	(48.308, 31.346)	(48.387, 31.341)	(48.467, 31.337)	(48.546, 31.332)	(48.625, 31.328)	(48.704, 31.324)	(48.783, 31.319)	(48.861, 31.315)	(48.940, 31.310)	(49.018, 31.306)	(49.096, 31.302)	(49.174, 31.297)	(49.252, 31.293)	(49.330, 31.289)	(49.408, 31.284)	(49.485, 31.280)	(49.563, 31.276)	(49.640, 31.272)	(49.717, 31.267)	(49.794, 31.263)	(49.871, 31.259)	(49.948, 31.255)	(50.025, 31.251)	(50.101, 31.246)	(50.178, 31.242)	(50.254, 31.238)	(50.330, 31.234)	(50.406, 31.230)	(50.482, 31.226)	(50.558, 31.222)	(50.634, 31.218)	(50.709, 31.214)	(50.785, 31.209)	(50.860, 31.205)	(50.936, 31.201)	
(42.838, 31.614)	(42.929, 31.608)	(43.019, 31.602)	(43.110, 31.597)	(43.200, 31.591)	(43.290, 31.586)	(43.379, 31.580)	(43.469, 31.574)	(43.558, 31.569)	(43.647, 31.563)	(43.736, 31.558)	(43.825, 31.552)	(43.913, 31.547)	(44.001, 31.541)	(44.089, 31.536)	(44.177, 31.531)	(44.265, 31.525)	(44.352, 31.520)	(44.439, 31.515)	(44.526, 31.509)	(44.613, 31.504)	(44.700, 31.499)	(44.786, 31.493)	(44.873, 31.488)	(44.959, 31.483)	(45.045, 31.478)	(45.130, 31.473)	(45.216, 31.467)	(45.301, 31.462)	(45.386, 31.457)	(45.471, 31.452)	(45.556, 31.447)	(45.641, 31.442)	(45.725, 31.437)	(45.810, 31.432)	(45.894, 31.427)	(45.978, 31.422)	(46.062, 31.417)	(46.145, 31.412)	(46.229, 31.407)	(46.312, 31.402)	(46.395, 31.397)	(46.478, 31.392)	(46.561, 31.388)	(46.643, 31.383)	(46.726, 31.378)	(46.808, 31.373)	(46.890, 31.368)	(46.972, 31.364)	(47.054, 31.359)	(47.136, 31.354)	(47.217, 31.349)	(47.299, 31.345)	(47.380, 31.340)	(47.461, 31.335)	(47.542, 31.331)	(47.623, 31.326)	(47.703, 31.321)	(47.784, 31.317)	(47.864, 31.312)	(47.944, 31.308)	(48.024, 31.303)	(48.104, 31.299)	(48.184, 31.294)	(48.263, 31.290)	(48.343, 31.285)	(48.422, 31.281)	(48.501, 31.276)	(48.580, 31.272)	(48.659, 31.267)	(48.738, 31.263)	(48.817, 31.259)	(48.895, 31.254)	(48.974, 31.250)	(49.052, 31.245)	(49.130, 31.241)	(49.208, 31.237)	(49.286, 31.232)	(49.363, 31.228)	(49.441, 31.224)	(49.518, 31.220)	(49.596, 31.215)	(49.673, 31.211)	(49.750, 31.207)	(49.827, 31.203)	(49.904, 31.199)	(49.981, 31.194)	(50.057, 31.190)	(50.134, 31.186)	(50.210, 31.182)	(50.286, 31.178)	(50.362, 31.174)	(50.438, 31.170)	(50.514, 31.166)	(50.590, 31.161)	(50.665, 31.157)	(50.741, 31.153)	(50.816, 31.149)	(50.892, 31.145)	(50.967, 31.141)	
(42.882, 31.552)	(42.973, 31.546)	(43.063, 31.540)	(43.153, 31.535)	(43.243, 31.529)	(43.333, 31.524)	(43.423, 31.518)	(43.512, 31.512)	(43.601, 31.507)	(43.690, 31.501)	(43.779, 31.496)	(43.867, 31.491)	(43.955, 31.485)	(44.043, 31.480)	(44.131, 31.474)	(44.219, 31.469)	(44.306, 31.464)	(44.394, 31.458)	(44.481, 31.453)	(44.568, 31.448)	(44.654, 31.442)	(44.741, 31.437)	(44.827, 31.432)	(44.913, 31.427)	(44.999, 31.422)	(45.085, 31.416)	(45.171, 31.411)	(45.256, 31.406)	(45.341, 31.401)	(45.426, 31.396)	(45.511, 31.391)	(45.596, 31.386)	(45.680, 31.381)	(45.764, 31.376)	(45.849, 31.371)	(45.933, 31.366)	(46.016, 31.361)	(46.100, 31.356)	(46.184, 31.351)	(46.267, 31.346)	(46.350, 31.341)	(46.433, 31.336)	(46.516, 31.331)	(46.598, 31.327)	(46.681, 31.322)	(46.763, 31.317)	(46.845, 31.312)	(46.927, 31.307)	(47.009, 31.303)	(47.091, 31.298)	(47.172, 31.293)	(47.254, 31.288)	(47.335, 31.284)	(47.416, 31.279)	(47.497, 31.275)	(47.578, 31.270)	(47.659, 31.265)	(47.739, 31.261)	(47.819, 31.256)	(47.900, 31.252)	(47.980, 31.247)	(48.059, 31.242)	(48.139, 31.238)	(48.219, 31.233)	(48.298, 31.229)	(48.378, 31.224)	(48.457, 31.220)	(48.536, 31.216)	(48.615, 31.211)	(48.694, 31.207)	(48.772, 31.202)	(48.851, 31.198)	(48.929, 31.194)	(49.007, 31.189)	(49.086, 31.185)	(49.164, 31.181)	(49.241, 31.176)	(49.319, 31.172)	(49.397, 31.168)	(49.474, 31.163)	(49.551, 31.159)	(49.629, 31.155)	(49.706, 31.151)	(49.783, 31.147)	(49.860, 31.142)	(49.936, 31.138)	(50.013, 31.134)	(50.089, 31.130)	(50.166, 31.126)	(50.242, 31.122)	(50.318, 31.118)	(50.394, 31.113)	(50.470, 31.109)	(50.546, 31.105)	(50.621, 31.101)	(50.697, 31.097)	(50.772, 31.093)	(50.847, 31.089)	(50.923, 31.085)	(50.998, 31.081)	
(42.927, 31.490)	(43.017, 31.484)	(43.107, 31.478)	(43.197, 31.473)	(43.287, 31.467)	(43.376, 31.462)	(43.466, 31.456)	(43.555, 31.451)	(43.644, 31.445)	(43.733, 31.440)	(43.821, 31.434)	(43.909, 31.429)	(43.997, 31.423)	(44.085, 31.418)	(44.173, 31.413)	(44.261, 31.407)	(44.348, 31.402)	(44.435, 31.397)	(44.522, 31.391)	(44.609, 31.386)	(44.695, 31.381)	(44.782, 31.376)	(44.868, 31.370)	(44.954, 31.365)	(45.039, 31.360)	(45.125, 31.355)	(45.210, 31.350)	(45.296, 31.345)	(45.381, 31.340)	(45.466, 31.335)	(45.550, 31.330)	(45.635, 31.324)	(45.719, 31.319)	(45.803, 31.314)	(45.887, 31.309)	(45.971, 31.305)	(46.055, 31.300)	(46.138, 31.295)	(46.222, 31.290)	(46.305, 31.285)	(46.388, 31.280)	(46.471, 31.275)	(46.553, 31.270)	(46.636, 31.266)	(46.718, 31.261)	(46.800, 31.256)	(46.882, 31.251)	(46.964, 31.246)	(47.046, 31.242)	(47.128, 31.237)	(47.209, 31.232)	(47.290, 31.228)	(47.371, 31.223)	(47.452, 31.218)	(47.533, 31.214)	(47.614, 31.209)	(47.694, 31.205)	(47.775, 31.200)	(47.855, 31.195)	(47.935, 31.191)	(48.015, 31.186)	(48.095, 31.182)	(48.174, 31.177)	(48.254, 31.173)	(48.333, 31.168)	(48.412, 31.164)	(48.491, 31.159)	(48.570, 31.155)	(48.649, 31.151)	(48.728, 31.146)	(48.806, 31.142)	(48.885, 31.137)	(48.963, 31.133)	(49.041, 31.129)	(49.119, 31.124)	(49.197, 31.120)	(49.275, 31.116)	(49.352, 31.112)	(49.430, 31.107)	(49.507, 31.103)	(49.584, 31.099)	(49.661, 31.095)	(49.738, 31.090)	(49.815, 31.086)	(49.892, 31.082)	(49.969, 31.078)	(50.045, 31.074)	(50.121, 31.070)	(50.198, 31.066)	(50.274, 31.061)	(50.350, 31.057)	(50.426, 31.053)	(50.501, 31.049)	(50.577, 31.045)	(50.653, 31.041)	(50.728, 31.037)	(50.803, 31.033)	(50.878, 31.029)	(50.953, 31.025)	(51.028, 31.021)	
(42.971, 31.428)	(43.061, 31.422)	(43.151, 31.417)	(43.241, 31.411)	(43.330, 31.405)	(43.420, 31.400)	(43.509, 31.394)	(43.598, 31.389)	(43.686, 31.383)	(43.775, 31.378)	(43.863, 31.373)	(43.952, 31.367)	(44.039, 31.362)	(44.127, 31.356)	(44.215, 31.351)	(44.302, 31.346)	(44.389, 31.340)	(44.476, 31.335)	(44.563, 31.330)	(44.649, 31.325)	(44.736, 31.319)	(44.822, 31.314)	(44.908, 31.309)	(44.994, 31.304)	(45.079, 31.299)	(45.165, 31.294)	(45.250, 31.289)	(45.335, 31.283)	(45.420, 31.278)	(45.505, 31.273)	(45.589, 31.268)	(45.674, 31.263)	(45.758, 31.258)	(45.842, 31.253)	(45.926, 31.248)	(46.010, 31.243)	(46.093, 31.239)	(46.176, 31.234)	(46.260, 31.229)	(46.343, 31.224)	(46.426, 31.219)	(46.508, 31.214)	(46.591, 31.209)	(46.673, 31.205)	(46.755, 31.200)	(46.837, 31.195)	(46.919, 31.190)	(47.001, 31.186)	(47.083, 31.181)	(47.164, 31.176)	(47.245, 31.172)	(47.326, 31.167)	(47.407, 31.162)	(47.488, 31.158)	(47.569, 31.153)	(47.649, 31.148)	(47.730, 31.144)	(47.810, 31.139)	(47.890, 31.135)	(47.970, 31.130)	(48.050, 31.126)	(48.129, 31.121)	(48.209, 31.117)	(48.288, 31.112)	(48.368, 31.108)	(48.447, 31.103)	(48.526, 31.099)	(48.604, 31.095)	(48.683, 31.090)	(48.762, 31.086)	(48.840, 31.081)	(48.918, 31.077)	(48.997, 31.073)	(49.075, 31.068)	(49.152, 31.064)	(49.230, 31.060)	(49.308, 31.056)	(49.385, 31.051)	(49.463, 31.047)	(49.540, 31.043)	(49.617, 31.039)	(49.694, 31.034)	(49.771, 31.030)	(49.848, 31.026)	(49.924, 31.022)	(50.001, 31.018)	(50.077, 31.014)	(50.153, 31.010)	(50.229, 31.005)	(50.305, 31.001)	(50.381, 30.997)	(50.457, 30.993)	(50.533, 30.989)	(50.608, 30.985)	(50.684, 30.981)	(50.759, 30.977)	(50.834, 30.973)	(50.909, 30.969)	(50.984, 30.965)	(51.059, 30.961)	
(43.014, 31.366)	(43.104, 31.360)	(43.194, 31.355)	(43.284, 31.349)	(43.373, 31.344)	(43.463, 31.338)	(43.552, 31.333)	(43.640, 31.327)	(43.729, 31.322)	(43.817, 31.316)	(43.905, 31.311)	(43.993, 31.306)	(44.081, 31.300)	(44.169, 31.295)	(44.256, 31.290)	(44.343, 31.284)	(44.430, 31.279)	(44.517, 31.274)	(44.604, 31.268)	(44.690, 31.263)	(44.776, 31.258)	(44.862, 31.253)	(44.948, 31.248)	(45.034, 31.243)	(45.119, 31.237)	(45.205, 31.232)	(45.290, 31.227)	(45.375, 31.222)	(45.459, 31.217)	(45.544, 31.212)	(45.628, 31.207)	(45.713, 31.202)	(45.797, 31.197)	(45.881, 31.192)	(45.964, 31.187)	(46.048, 31.182)	(46.131, 31.178)	(46.214, 31.173)	(46.297, 31.168)	(46.380, 31.163)	(46.463, 31.158)	(46.546, 31.153)	(46.628, 31.148)	(46.710, 31.144)	(46.792, 31.139)	(46.874, 31.134)	(46.956, 31.130)	(47.038, 31.125)	(47.119, 31.120)	(47.200, 31.115)	(47.281, 31.111)	(47.362, 31.106)	(47.443, 31.102)	(47.524, 31.097)	(47.605, 31.092)	(47.685, 31.088)	(47.765, 31.083)	(47.845, 31.079)	(47.925, 31.074)	(48.005, 31.070)	(48.085, 31.065)	(48.164, 31.061)	(48.244, 31.056)	(48.323, 31.052)	(48.402, 31.047)	(48.481, 31.043)	(48.560, 31.038)	(48.639, 31.034)	(48.717, 31.030)	(48.795, 31.025)	(48.874, 31.021)	(48.952, 31.017)	(49.030, 31.012)	(49.108, 31.008)	(49.186, 31.004)	(49.263, 31.000)	(49.341, 30.995)	(49.418, 30.991)	(49.495, 30.987)	(49.573, 30.983)	(49.650, 30.978)	(49.726, 30.974)	(49.803, 30.970)	(49.880, 30.966)	(49.956, 30.962)	(50.033, 30.958)	(50.109, 30.954)	(50.185, 30.949)	(50.261, 30.945)	(50.337, 30.941)	(50.413, 30.937)	(50.488, 30.933)	(50.564, 30.929)	(50.639, 30.925)	(50.715, 30.921)	(50.790, 30.917)	(50.865, 30.913)	(50.940, 30.909)	(51.015, 30.905)	(51.090, 30.901)	
